
Curso;Unidade Curricular;Turno;Turma;Inscritos no turno;Dia da semana;Hora início da aula;Hora fim da aula;Data da aula;Sala atribuída à aula;Lotação da sala
MES;Sociologia do Desempenho Escolar;01047TP01;MESA1;43;Qui;20:30:00;22:30:00;29/09/2022;;
MM;Gestão de Comunicação;01815TP02;MMA1;48;Ter;08:00:00;09:30:00;29/11/2022;C3.02;38
MM;Gestão de Comunicação;01815TP02;MMA1;48;Ter;08:00:00;09:30:00;22/11/2022;C3.02;38
MM;Gestão de Comunicação;01815TP02;MMA1;48;Ter;08:00:00;09:30:00;15/11/2022;C3.02;38
MM;Gestão de Comunicação;01815TP02;MMA1;48;Ter;08:00:00;09:30:00;08/11/2022;C3.02;38
MM;Gestão de Comunicação;01815TP02;MMA1;48;Ter;09:30:00;11:00:00;29/11/2022;C3.02;38
MM;Gestão de Comunicação;01815TP02;MMA1;48;Ter;09:30:00;11:00:00;22/11/2022;C3.02;38
MM;Gestão de Comunicação;01815TP02;MMA1;48;Ter;09:30:00;11:00:00;15/11/2022;C3.02;38
MM;Gestão de Comunicação;01815TP02;MMA1;48;Ter;09:30:00;11:00:00;08/11/2022;C3.02;38
MM;Gestão de Comunicação;01815TP02;MMA1;48;Seg;08:00:00;09:30:00;31/10/2022;C3.02;38
MM;Gestão de Comunicação;01815TP02;MMA1;48;Seg;09:30:00;11:00:00;31/10/2022;C3.02;38
CADIEAP;Tecnologias Digitais na Relação Entre o Cidadão e A Administração Pública;TDRCAPTP01;CADIEAP_2ªEdição;24;Sex;09:30:00;13:30:00;13/01/2023;;
CADIEAP;Tecnologias Digitais na Relação Entre o Cidadão e A Administração Pública;TDRCAPTP01;CADIEAP_2ªEdição;24;Sex;09:30:00;13:30:00;06/01/2023;;
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Qua;11:00:00;12:30:00;07/12/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Qua;09:30:00;11:00:00;07/12/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;11:00:00;12:30:00;28/11/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;09:30:00;11:00:00;28/11/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;09:30:00;11:00:00;14/11/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;09:30:00;11:00:00;07/11/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;09:30:00;11:00:00;31/10/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;09:30:00;11:00:00;24/10/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;09:30:00;11:00:00;17/10/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;09:30:00;11:00:00;10/10/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;09:30:00;11:00:00;03/10/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;09:30:00;11:00:00;26/09/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;09:30:00;11:00:00;19/09/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;09:30:00;11:00:00;12/09/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;11:00:00;12:30:00;14/11/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;11:00:00;12:30:00;07/11/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;11:00:00;12:30:00;31/10/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;11:00:00;12:30:00;24/10/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;11:00:00;12:30:00;17/10/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;11:00:00;12:30:00;10/10/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;11:00:00;12:30:00;03/10/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;11:00:00;12:30:00;26/09/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;11:00:00;12:30:00;19/09/2022;C5.01;58
LGRH;Diagnóstico e Mudança Organizacional;DMOTP01;GRHC1;29;Seg;11:00:00;12:30:00;12/09/2022;C5.01;58
METI, MEI;Segurança em Redes e Sistemas de Informação;00010T04;MEI-PL-A1;50;Qui;19:30:00;21:00:00;13/10/2022;C4.07;68
METI, MEI;Segurança em Redes e Sistemas de Informação;00010T04;MEI-PL-A1;50;Qui;19:30:00;21:00:00;06/10/2022;C4.07;68
METI, MEI;Segurança em Redes e Sistemas de Informação;00010T04;MEI-PL-A1;50;Qui;19:30:00;21:00:00;29/09/2022;C4.07;68
METI, MEI;Segurança em Redes e Sistemas de Informação;00010T04;MEI-PL-A1;50;Qui;19:30:00;21:00:00;22/09/2022;C4.07;68
METI, MEI;Segurança em Redes e Sistemas de Informação;00010T04;MEI-PL-A1;50;Qui;18:00:00;19:30:00;13/10/2022;C4.07;68
METI, MEI;Segurança em Redes e Sistemas de Informação;00010T04;MEI-PL-A1;50;Qui;18:00:00;19:30:00;06/10/2022;C4.07;68
METI, MEI;Segurança em Redes e Sistemas de Informação;00010T04;MEI-PL-A1;50;Qui;18:00:00;19:30:00;29/09/2022;C4.07;68
METI, MEI;Segurança em Redes e Sistemas de Informação;00010T04;MEI-PL-A1;50;Qui;18:00:00;19:30:00;22/09/2022;C4.07;68
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;16:00:00;17:30:00;09/12/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;16:00:00;17:30:00;02/12/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;16:00:00;17:30:00;25/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;16:00:00;17:30:00;18/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;16:00:00;17:30:00;11/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;16:00:00;17:30:00;04/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;16:00:00;17:30:00;28/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;16:00:00;17:30:00;21/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;16:00:00;17:30:00;14/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;16:00:00;17:30:00;07/10/2022;Auditório Afonso de Barros;80
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;16:00:00;17:30:00;30/09/2022;;
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;16:00:00;17:30:00;23/09/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;13:00:00;14:30:00;09/12/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;13:00:00;14:30:00;02/12/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;13:00:00;14:30:00;25/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;13:00:00;14:30:00;18/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;13:00:00;14:30:00;11/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;13:00:00;14:30:00;04/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;13:00:00;14:30:00;28/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;13:00:00;14:30:00;21/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;13:00:00;14:30:00;14/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;13:00:00;14:30:00;07/10/2022;Auditório Afonso de Barros;80
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;13:00:00;14:30:00;30/09/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;13:00:00;14:30:00;23/09/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;14:30:00;16:00:00;09/12/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;14:30:00;16:00:00;02/12/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;14:30:00;16:00:00;25/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;14:30:00;16:00:00;18/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;14:30:00;16:00:00;11/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;14:30:00;16:00:00;04/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;14:30:00;16:00:00;28/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;14:30:00;16:00:00;21/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;14:30:00;16:00:00;14/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;14:30:00;16:00:00;07/10/2022;Auditório Afonso de Barros;80
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;14:30:00;16:00:00;30/09/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Sex;14:30:00;16:00:00;23/09/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;16:00:00;17:30:00;13/12/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;16:00:00;17:30:00;06/12/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;16:00:00;17:30:00;29/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;16:00:00;17:30:00;22/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;16:00:00;17:30:00;15/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;16:00:00;17:30:00;08/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;16:00:00;17:30:00;25/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;16:00:00;17:30:00;18/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;16:00:00;17:30:00;11/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;16:00:00;17:30:00;04/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;16:00:00;17:30:00;27/09/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;16:00:00;17:30:00;20/09/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;14:30:00;16:00:00;13/12/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;14:30:00;16:00:00;06/12/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;14:30:00;16:00:00;29/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;14:30:00;16:00:00;22/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;14:30:00;16:00:00;15/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;14:30:00;16:00:00;08/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;14:30:00;16:00:00;25/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;14:30:00;16:00:00;18/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;14:30:00;16:00:00;11/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;14:30:00;16:00:00;04/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;14:30:00;16:00:00;27/09/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;14:30:00;16:00:00;20/09/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;13:00:00;14:30:00;13/12/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;13:00:00;14:30:00;06/12/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;13:00:00;14:30:00;29/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;13:00:00;14:30:00;22/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;13:00:00;14:30:00;15/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;13:00:00;14:30:00;08/11/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;13:00:00;14:30:00;25/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;13:00:00;14:30:00;18/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;13:00:00;14:30:00;11/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;13:00:00;14:30:00;04/10/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;13:00:00;14:30:00;27/09/2022;B3.01;87
MIA;Arquitectura III;L2245PL01;ARQ-B2, ARQ-B1;25;Ter;13:00:00;14:30:00;20/09/2022;B3.01;87
GSM;Mar e Globalização;MGlobTP01;MGSMA1;43;Ter;20:00:00;22:00:00;13/12/2022;1,00E+05;52
GSM;Mar e Globalização;MGlobTP01;MGSMA1;43;Ter;20:00:00;22:00:00;06/12/2022;1,00E+05;52
GSM;Mar e Globalização;MGlobTP01;MGSMA1;43;Ter;20:00:00;22:00:00;29/11/2022;1,00E+05;52
GSM;Mar e Globalização;MGlobTP01;MGSMA1;43;Ter;20:00:00;22:00:00;22/11/2022;1,00E+05;52
GSM;Mar e Globalização;MGlobTP01;MGSMA1;43;Ter;20:00:00;22:00:00;15/11/2022;1,00E+05;52
GSM;Mar e Globalização;MGlobTP01;MGSMA1;43;Ter;20:00:00;22:00:00;08/11/2022;1,00E+05;52
GSM;Mar e Globalização;MGlobTP01;MGSMA1;43;Ter;20:00:00;22:00:00;25/10/2022;1,00E+05;52
GSM;Mar e Globalização;MGlobTP01;MGSMA1;43;Ter;20:00:00;22:00:00;18/10/2022;1,00E+05;52
GSM;Mar e Globalização;MGlobTP01;MGSMA1;43;Ter;20:00:00;22:00:00;11/10/2022;1,00E+05;52
GSM;Mar e Globalização;MGlobTP01;MGSMA1;43;Ter;20:00:00;22:00:00;04/10/2022;1,00E+05;52
GSM;Mar e Globalização;MGlobTP01;MGSMA1;43;Ter;20:00:00;22:00:00;27/09/2022;1,00E+05;52
GSM;Mar e Globalização;MGlobTP01;MGSMA1;43;Ter;20:00:00;22:00:00;20/09/2022;1,00E+05;52
LP;Psicologia Social;L5200PL02;PA3;24;Sex;11:00:00;12:30:00;09/12/2022;2,00E+02;50
LP;Psicologia Social;L5200PL02;PA3;24;Sex;11:00:00;12:30:00;25/11/2022;2,00E+02;50
LP;Psicologia Social;L5200PL02;PA3;24;Sex;11:00:00;12:30:00;11/11/2022;2,00E+02;50
LP;Psicologia Social;L5200PL02;PA3;24;Sex;11:00:00;12:30:00;28/10/2022;2,00E+02;50
LP;Psicologia Social;L5200PL02;PA3;24;Sex;11:00:00;12:30:00;14/10/2022;2,00E+02;50
LP;Psicologia Social;L5200PL02;PA3;24;Sex;11:00:00;12:30:00;30/09/2022;2,00E+02;50
MSS;Dissertação em Serviço Social;00618S01;MSSB1;39;Qua;20:30:00;22:30:00;09/11/2022;C5.08;58
MSS;Dissertação em Serviço Social;00618S01;MSSB1;39;Qua;20:30:00;22:30:00;02/11/2022;C5.08;58
MSS;Dissertação em Serviço Social;00618S01;MSSB1;39;Qua;20:30:00;22:30:00;26/10/2022;C5.08;58
MSS;Dissertação em Serviço Social;00618S01;MSSB1;39;Qua;20:30:00;22:30:00;19/10/2022;C5.08;58
MSS;Dissertação em Serviço Social;00618S01;MSSB1;39;Qua;20:30:00;22:30:00;12/10/2022;;
MSS;Dissertação em Serviço Social;00618S01;MSSB1;39;Qua;20:30:00;22:30:00;28/09/2022;C5.08;58
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Qua;16:00:00;18:00:00;23/11/2022;C4.02;46
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Qua;16:00:00;18:00:00;16/11/2022;C4.02;46
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Qua;16:00:00;18:00:00;09/11/2022;C4.02;46
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Qua;16:00:00;18:00:00;02/11/2022;C4.02;46
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Qua;16:00:00;18:00:00;26/10/2022;C4.02;46
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Qua;16:00:00;18:00:00;19/10/2022;C4.02;46
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Qua;16:00:00;18:00:00;12/10/2022;;
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Qua;16:00:00;18:00:00;28/09/2022;C4.02;46
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Seg;16:00:00;18:00:00;28/11/2022;AA3.29;50
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Seg;16:00:00;18:00:00;21/11/2022;AA3.29;50
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Seg;16:00:00;18:00:00;14/11/2022;AA3.29;50
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Seg;16:00:00;18:00:00;07/11/2022;AA3.29;50
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Seg;16:00:00;18:00:00;31/10/2022;AA3.29;50
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Seg;16:00:00;18:00:00;24/10/2022;AA3.29;50
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Seg;16:00:00;18:00:00;17/10/2022;AA3.29;50
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Seg;16:00:00;18:00:00;10/10/2022;AA3.29;50
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Seg;16:00:00;18:00:00;03/10/2022;AA3.29;50
CT;Português Como Língua Estrangeira - Iniciação;01805T02;CI-CT-02;30;Seg;16:00:00;18:00:00;26/09/2022;AA3.29;50
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP05;EI-C6, EI-C5, EI-C4;32;Qua;13:00:00;14:30:00;07/12/2022;;
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP05;EI-C6, EI-C5, EI-C4;32;Qua;13:00:00;14:30:00;30/11/2022;C4.02;46
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP05;EI-C6, EI-C5, EI-C4;32;Qua;13:00:00;14:30:00;23/11/2022;C4.02;46
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP05;EI-C6, EI-C5, EI-C4;32;Qua;13:00:00;14:30:00;16/11/2022;C4.02;46
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP05;EI-C6, EI-C5, EI-C4;32;Qua;13:00:00;14:30:00;09/11/2022;C4.02;46
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP05;EI-C6, EI-C5, EI-C4;32;Qua;13:00:00;14:30:00;02/11/2022;;
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP05;EI-C6, EI-C5, EI-C4;32;Qua;13:00:00;14:30:00;26/10/2022;C4.02;46
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP05;EI-C6, EI-C5, EI-C4;32;Qua;13:00:00;14:30:00;19/10/2022;C4.02;46
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP05;EI-C6, EI-C5, EI-C4;32;Qua;13:00:00;14:30:00;12/10/2022;C4.02;46
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP05;EI-C6, EI-C5, EI-C4;32;Qua;13:00:00;14:30:00;28/09/2022;C4.02;46
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP05;EI-C6, EI-C5, EI-C4;32;Qua;13:00:00;14:30:00;21/09/2022;C4.02;46
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP05;EI-C6, EI-C5, EI-C4;32;Qua;13:00:00;14:30:00;14/09/2022;C4.02;46
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP05;EI-C6, EI-C5, EI-C4;32;Qui;14:30:00;16:00:00;22/09/2022;1,00E+03;50
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP05;EI-C6, EI-C5, EI-C4;32;Qui;14:30:00;16:00:00;15/09/2022;1,00E+03;50
MAH;Política Internacional e Geopolítica;PIGeoTP01;MAHA1;52;Qua;20:30:00;22:30:00;07/12/2022;;
MAH;Política Internacional e Geopolítica;PIGeoTP01;MAHA1;52;Qua;20:30:00;22:30:00;30/11/2022;AA2.29;50
MAH;Política Internacional e Geopolítica;PIGeoTP01;MAHA1;52;Qua;20:30:00;22:30:00;23/11/2022;AA2.29;50
MAH;Política Internacional e Geopolítica;PIGeoTP01;MAHA1;52;Qua;20:30:00;22:30:00;16/11/2022;AA2.29;50
MAH;Política Internacional e Geopolítica;PIGeoTP01;MAHA1;52;Qua;20:30:00;22:30:00;09/11/2022;AA2.29;50
MAH;Política Internacional e Geopolítica;PIGeoTP01;MAHA1;52;Qua;20:30:00;22:30:00;02/11/2022;AA2.29;50
MAH;Política Internacional e Geopolítica;PIGeoTP01;MAHA1;52;Qua;20:30:00;22:30:00;26/10/2022;AA2.29;50
MAH;Política Internacional e Geopolítica;PIGeoTP01;MAHA1;52;Qua;20:30:00;22:30:00;19/10/2022;AA2.29;50
MAH;Política Internacional e Geopolítica;PIGeoTP01;MAHA1;52;Qua;20:30:00;22:30:00;12/10/2022;AA2.29;50
MAH;Política Internacional e Geopolítica;PIGeoTP01;MAHA1;52;Qua;20:30:00;22:30:00;28/09/2022;AA2.29;50
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;16:00:00;17:30:00;28/11/2022;C4.07;68
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;16:00:00;17:30:00;21/11/2022;C4.07;68
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;16:00:00;17:30:00;14/11/2022;C4.07;68
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;16:00:00;17:30:00;07/11/2022;C4.07;68
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;16:00:00;17:30:00;31/10/2022;C4.07;68
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;16:00:00;17:30:00;24/10/2022;C4.07;68
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;16:00:00;17:30:00;17/10/2022;C4.07;68
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;16:00:00;17:30:00;10/10/2022;C4.07;68
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;16:00:00;17:30:00;03/10/2022;C4.07;68
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;16:00:00;17:30:00;26/09/2022;B2.02;60
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;16:00:00;17:30:00;19/09/2022;C5.06;70
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;16:00:00;17:30:00;12/09/2022;;
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;14:30:00;16:00:00;28/11/2022;C4.07;68
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;14:30:00;16:00:00;21/11/2022;C4.07;68
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;14:30:00;16:00:00;14/11/2022;C4.07;68
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;14:30:00;16:00:00;07/11/2022;C4.07;68
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;14:30:00;16:00:00;31/10/2022;C4.07;68
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;14:30:00;16:00:00;24/10/2022;C4.07;68
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;14:30:00;16:00:00;17/10/2022;C4.07;68
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;14:30:00;16:00:00;10/10/2022;C4.07;68
LCP;Introdução à Ciência Política;L5402TP01;CPA2, CPA1;66;Seg;14:30:00;16:00:00;03/10/2022;C4.07;68
